,T-shirt,bag,belt,blazer,blouse,coat,dress,hat,jeans,legging,pants,scarf,shoe,shorts,skirt,socks,stocking,sunglass,sweater
188841.jpg,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
45325.jpg,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
108037.jpg,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
71823.jpg,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
181416.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
152933.jpg,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
44712.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11881.jpg,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
186297.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
30833.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
184475.jpg,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
102944.jpg,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
158021.jpg,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0
46319.jpg,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
40905.jpg,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
954.jpg,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
66893.jpg,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
190276.jpg,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
164767.jpg,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
110171.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
110094.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
190011.jpg,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
12808.jpg,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
55928.jpg,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
62064.jpg,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
147953.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
143694.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
144807.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
19933.jpg,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
41654.jpg,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
53793.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
150857.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
184759.jpg,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
131115.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
64844.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
112779.jpg,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
16360.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
141737.jpg,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
162823.jpg,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
42130.jpg,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
144438.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
146553.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
38410.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
90852.jpg,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
133533.jpg,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
122697.jpg,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
167720.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
79881.jpg,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
187456.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
107046.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
158563.jpg,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
63223.jpg,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
18939.jpg,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
185592.jpg,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
51909.jpg,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
171.jpg,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
149280.jpg,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
45937.jpg,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
13632.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2979.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
186636.jpg,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
53137.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
172262.jpg,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
81823.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
20627.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
169834.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
28377.jpg,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
61494.jpg,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
185747.jpg,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
189932.jpg,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
181605.jpg,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
99960.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
63693.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
192826.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
10643.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
18702.jpg,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
162015.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
46516.jpg,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
38272.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
43983.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
47245.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
109282.jpg,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
11355.jpg,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
161254.jpg,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
32736.jpg,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
61828.jpg,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
158977.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
184531.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
164448.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
10032.jpg,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
143591.jpg,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23272.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
94218.jpg,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
187848.jpg,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
4852.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
113077.jpg,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
181777.jpg,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
176906.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
111964.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
44421.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5280.jpg,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29754.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
89435.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
56351.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5942.jpg,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
106501.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
99607.jpg,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
48276.jpg,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
129445.jpg,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
177176.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
124429.jpg,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
95019.jpg,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
80692.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
8666.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
170757.jpg,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
147043.jpg,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
61055.jpg,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
55135.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
137204.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
187747.jpg,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
162491.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
90653.jpg,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
165166.jpg,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
49560.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1
107560.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
52781.jpg,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
105559.jpg,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
69658.jpg,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
187691.jpg,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
68444.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
78757.jpg,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
9441.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
191208.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
14607.jpg,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
96042.jpg,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
192427.jpg,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
16418.jpg,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
190396.jpg,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
164716.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
88648.jpg,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
175130.jpg,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
31319.jpg,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
134588.jpg,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
90583.jpg,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
42464.jpg,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
129765.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4163.jpg,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
185140.jpg,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
104183.jpg,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
104499.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
106671.jpg,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
8853.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
129913.jpg,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
131948.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12170.jpg,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
190541.jpg,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
41142.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
34242.jpg,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
69863.jpg,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
33272.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
110606.jpg,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
134423.jpg,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
187135.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
48870.jpg,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4198.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
186514.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
60255.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
187109.jpg,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
14620.jpg,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
52946.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
85612.jpg,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
90664.jpg,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
190945.jpg,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
121999.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
130306.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12900.jpg,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
53365.jpg,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
118509.jpg,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
60565.jpg,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
39556.jpg,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
92656.jpg,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
71408.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
185657.jpg,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
190182.jpg,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
39123.jpg,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
15707.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
74272.jpg,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
20981.jpg,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
185401.jpg,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
10971.jpg,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
190556.jpg,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
9267.jpg,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
172078.jpg,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
57449.jpg,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
113294.jpg,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
81937.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
45173.jpg,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
183780.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
74633.jpg,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
18136.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
162649.jpg,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
30742.jpg,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
74309.jpg,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
171333.jpg,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
108549.jpg,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
192647.jpg,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
191795.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
118582.jpg,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
15793.jpg,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
185196.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
44651.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
80053.jpg,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0
36792.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6613.jpg,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
14925.jpg,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
72533.jpg,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
74793.jpg,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
187413.jpg,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
43141.jpg,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
49552.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
11382.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
51848.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
67606.jpg,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
9192.jpg,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
154379.jpg,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1
10376.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
105021.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1025.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
147486.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
49395.jpg,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
103789.jpg,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
185582.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
7662.jpg,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
153741.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
185830.jpg,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
102358.jpg,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
7661.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
39359.jpg,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
194466.jpg,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
83468.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
102541.jpg,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
7134.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
149018.jpg,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0
191344.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
136338.jpg,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
94570.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
51.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
92963.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
124184.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
183187.jpg,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
184559.jpg,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
139610.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41066.jpg,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
131422.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
181378.jpg,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
188845.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
60527.jpg,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
130027.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
43665.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
176907.jpg,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
99040.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
71912.jpg,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
58068.jpg,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
69207.jpg,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
163803.jpg,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
6552.jpg,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
50359.jpg,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
102949.jpg,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2226.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
171311.jpg,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
168538.jpg,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
184078.jpg,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
48755.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
177182.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
60.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
15908.jpg,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
14027.jpg,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
108154.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
8797.jpg,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
17176.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
140346.jpg,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
46336.jpg,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
131895.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
118534.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
175371.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
44970.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
49347.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
97422.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
50085.jpg,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
49785.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
90950.jpg,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
152887.jpg,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
87831.jpg,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
76241.jpg,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
189089.jpg,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
87406.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
188068.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
39226.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
39352.jpg,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
190668.jpg,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
194209.jpg,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
110393.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
154108.jpg,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
183216.jpg,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
107069.jpg,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
100599.jpg,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
39269.jpg,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
99672.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
49694.jpg,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
